candidato,id,celda,ubicacion,cita,categoria,veredicto,ocurrencias,justificacion,refs
K-576,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:60,const MNEMONIC_24_VALIDO = entropyToMnemonic(new Uint8Array(32));,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-577,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:62,"const seedHardhat = mnemonicToSeed(MNEMONIC_HARDHAT, '');",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-578,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:86,"describe('wordlist BIP-39 vendorizado', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-579,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:88,expect(ENGLISH_WORDLIST).toHaveLength(2048);,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-580,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:89,const texto = `${ENGLISH_WORDLIST.join('\n')}\n`;,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-581,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:96,"describe('HU-06-01 — BIP-39 (seed y validación del mnemonic)', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-582,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:97,"it('AT-06-01-02: known-answer test BIP-39 (mnemonic canónico + passphrase ""TREZOR"")', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-583,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:98,"const seed = mnemonicToSeed(MNEMONIC_BIP39_CANONICO, 'TREZOR');",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-584,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:106,"it('AT-06-01-03: determinismo — mismo (mnemonic, passphrase) ⇒ misma seed byte a byte', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-585,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:107,"const a = mnemonicToSeed(MNEMONIC_24_VALIDO, '');",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-586,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:108,"const b = mnemonicToSeed(MNEMONIC_24_VALIDO, '');",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-587,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:111,"expect(toHex(mnemonicToSeed(MNEMONIC_24_VALIDO, 'otra'))).not.toBe(toHex(a));",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-588,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:114,"it('AT-06-01-04: dos generaciones independientes producen mnemonics y seeds distintos', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-589,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:115,const m1 = generateMnemonic();,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-590,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:116,const m2 = generateMnemonic();,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-591,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:119,expect(validateMnemonic(m1)).toEqual({ ok: true });,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-592,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:120,expect(validateMnemonic(m2)).toEqual({ ok: true });,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-593,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:122,expect(toHex(mnemonicToSeed(m1))).not.toBe(toHex(mnemonicToSeed(m2)));,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-594,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:125,"it('AT-06-01-05: mnemonic de 24 palabras con checksum inválido se rechaza', () => {",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-595,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:126,expect(validateMnemonic(MNEMONIC_24_VALIDO)).toEqual({ ok: true });,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-596,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:127,const palabras = MNEMONIC_24_VALIDO.split(' ');,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-597,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:128,// Se reemplaza la última palabra por otra del wordlist que rompe el checksum.,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-598,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:130,"expect(validateMnemonic(palabras.join(' '))).toEqual({ ok: false, reason: 'CHECKSUM' });",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-599,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:133,"it('AT-06-01-09: mnemonic de 12 palabras se rechaza por longitud (política del proyecto)', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-600,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:134,"expect(validateMnemonic(MNEMONIC_BIP39_CANONICO)).toEqual({ ok: false, reason: 'LENGTH' });",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-601,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:135,"expect(validateMnemonic(MNEMONIC_HARDHAT)).toEqual({ ok: false, reason: 'LENGTH' });",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-602,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:138,"it('AT-06-01-10: mnemonic con una palabra fuera del wordlist se rechaza', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-603,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:139,const palabras = MNEMONIC_24_VALIDO.split(' ');,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-604,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:140,palabras[12] = 'notawordlistword';,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-605,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:141,"expect(validateMnemonic(palabras.join(' '))).toEqual({ ok: false, reason: 'WORDLIST' });",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-606,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:144,"it('separa la política del proyecto (24 palabras) del algoritmo BIP-39 puro', () => {",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-607,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:145,// El mnemonic de Hardhat es de 12 palabras: la política lo rechaza…,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-608,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:146,"expect(validateMnemonic(MNEMONIC_HARDHAT)).toEqual({ ok: false, reason: 'LENGTH' });",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-609,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:147,// …pero el algoritmo BIP-39 (PBKDF2) sí deriva su seed de 64 bytes.,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-610,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:152,"describe('HU-06-02 — derivación BIP-32/BIP-44 y dirección EIP-55', () => {",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-611,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:155,"expect(cuenta.derivationPath).toBe(""m/44'/60'/0'/0/0"");",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-612,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:165,expect(isValidChecksumAddress(direccion)).toBe(true);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-613,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:169,"it('AT-06-02-03: los 4 vectores canónicos de checksum EIP-55', () => {",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-614,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:177,expect(toChecksumAddress(entrada)).toBe(esperado);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-615,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:178,"// Acepta entrada con `0x`, en mayúsculas y ya con checksum aplicado (idempotente).",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-616,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:179,expect(toChecksumAddress(`0x${entrada}`)).toBe(esperado);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-617,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:180,expect(toChecksumAddress(`0x${entrada.toUpperCase()}`)).toBe(esperado);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-618,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:181,expect(toChecksumAddress(esperado)).toBe(esperado);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-619,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:182,expect(isValidChecksumAddress(esperado)).toBe(true);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-620,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:183,// All-lowercase y all-uppercase NO son checksums válidos.,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-621,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:184,expect(isValidChecksumAddress(`0x${entrada}`)).toBe(false);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-622,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:185,expect(isValidChecksumAddress(`0x${entrada.toUpperCase()}`)).toBe(false);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-623,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:191,"it('AT-06-02-04: purpose/coin_type/account son hardened; change y address_index no', () => {",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-624,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:192,const indices = parsePath(derivationPathFor(7));,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-625,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:195,"const [purpose, coinType, account, change, addressIndex] = indices as number[];",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-626,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:196,"for (const hardened of [purpose, coinType, account]) {",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-627,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:197,expect(hardened).toBeGreaterThanOrEqual(HARDENED_OFFSET);,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-628,,celda-en-evaluacion,sut/backend/tests/wallet-crypto.test.ts:200,expect(change as number).toBeLessThan(HARDENED_OFFSET);,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
