at_id,resultado,test,duracion_segundos,detalle
AT-09-03-14,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-04-11,no_automatizado,,,"Expiración del token durante una sesión WS activa: exige un token con TTL corto, pero el TTL es configuración fija del SUT al arranque (HU-01-02 RN-3, default 3600 s, mínimo 60 s) y la API no permite emitir tokens con TTL arbitrario por request. Esperar la expiración real excede toda ventana razonable de test y depende de la configuración de la corrida. Se evalúa en H8 de forma manual/semiautomática arrancando el SUT con TTL mínimo (60 s) y observando el cierre 4001 con { error: UNAUTHENTICATED } (HU-09-04 RN-13)."
AT-09-04-12,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-09,no_automatizado,,,"INTERNAL_ERROR (500) sin fuga de información: requiere provocar una ""falla interna no clasificada"" determinista, y el contrato HTTP/WS no expone ninguna operación que la induzca (cualquier entrada inválida cae en códigos 4xx del catálogo). Inyectar la falla exigiría manipular el interior del SUT (romper su base de datos o proceso), lo que viola el black-box. Se evalúa en H8 por inspección de código del manejador global de errores (que el 500 use el envelope y no exponga stack traces/secretos, HU-09-05 RN-9)."
AT-09-05-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-05-12,sin_test,,,AT backend sin test ni declaración de no automatizable
